商品ID,标题,价格,参数信息,评论数,好评度,热点评论词
1.00E+11,华为 HUAWEI Mate 30 5G 麒麟990 4000万超感光徕卡影像双超级快充8GB+128GB亮黑色5G全网通游戏,4999,"华为Mate 30 5G,100009177424,0.6kg,中国大陆,其他,8GB,128GB,NM存储卡,后置三摄,4000万像素,2400万像素,6.62英寸 备注：显示屏采用圆角设计，按照标准矩形测量时，屏幕的对角线长度是6.62英寸（实际可视区域略小）,全高清FHD+,其它屏幕比例,刘海屏,4200mAh（典型值） 备注：电池额定容量为4100mAh,5V/2A；9V/2A；10V/4A,亮黑色,5G,发烧级,Android(安卓)",200000,97,"反应超快,清晰度高,漂亮大方,充电快速,色彩饱满,品质优良,手感一流,拍摄功能强,音质上乘,内存充足,"
59907073520,华为mate30 手机(5G/4G版可选)（白条6期免息0首付） 亮黑色 8GB+128GB全网通（5G版）,4999,"华为mate30 手机(5G/4G版可选)（白条6期免息0首付） 亮黑色 8GB+128GB全网通（5G版）,59907073520,150.00g,中国大陆,8GB,256GB,NM存储卡,4000万像素,2400万像素,后置三摄,其他,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,混合色,人脸识别，曲面屏,语音命令，极简桌面模式",2000,96,"完美运行,手感一流,清晰度高,拍照功能强,功能强劲,持久耐用,通话清晰,"
59533240559,【白条6期免息/超值豪华大礼包】华为手机 mate30 5G版 华为官方直供新品 亮黑色 8+128GB全网通,4999,"【白条6期免息/超值豪华大礼包】华为手机 mate30 5G版 华为官方直供新品 亮黑色 8+128GB全网通,59533240559,1.0kg,8GB,128GB,NM存储卡,4000万像素,2400万像素,其他,4200mAh(典型值),10V/4A；5V/2A；9V/2A,黑色",1400,99,"反应超快,清晰度高,功能强大,待机给力,黑色大方,拍照一流,手感一流,颜色绚丽,声音清晰,内存充足,"
58747610571,【自营仓发】华为mate30 5G版 手机 新款 亮黑色 全网通（8+128G）华为官方直供,4999,"华为（HUAWEI）华为Mate 30 5G,58747610571,200.00g,8GB,128GB,NM存储卡,4000万像素,2400万像素,3D(ToF)，红外，后置三摄，微距，3D(结构光)，后置多摄,其他,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,黑色,无线充电，NFC，5G,其他,SOS功能，语音识别(文字语音互转),40-49W",2400,98,"完美运行,清晰度高,待机给力,功能强大,色彩饱满,拍照一流,手感一流,漂亮大方,音质上乘,内存充足,"
58645090212,【年终钜惠】华为 Mate20 X(5G)旗舰芯片全面屏三摄全网通8G+256G 宝石蓝 官方标配,4999,"【年终钜惠】华为 Mate20 X(5G)旗舰芯片全面屏三摄全网通8G+256G 宝石蓝 官方标配,58645090212,0.6kg,8GB,256GB,其它存储卡,4000万像素,2400万像素,其他,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,蓝色",100,100,"大屏霸气,完美运行,充电快速,"
59833957205,华为Mate30 5G版手机 亮黑色 全网通8G+128G,4999,"华为（HUAWEI）华为Mate30 5G,59833957205,0.6kg,8GB,其它存储,其它存储卡,4000万像素,2400万像素,后置三摄,其他,4200mAh（典型值）,4.5V/5A；10V/4A；5V/4.5A；9V/2A,黑色,NFC，无线充电，5G",600,97,"待机给力,音质上乘,清晰度高,毫无卡顿,拍照一流,使用顺手,内存充足,"
60778985698,华为Mate30 手机（5G版可选） 亮黑 全网通(8G+128G)(5G版),4999,"华为Mate30  手机（5G版可选） 亮黑 全网通(8G+128G)(5G版),60778985698,200.00g,8GB,其它存储,NM存储卡,4000万像素,2400万像素,其他,4200mAh,其他,黑色",5800,98,"反应超快,拍照一流,充电快速,声音洪亮,色彩饱满,功能强大,制作精细,功能强劲,屏幕清亮,"
60504611665,华为 Mate30 手机【现货速发/华为原装礼品/30天价保/5G版可选】 亮黑色 5G版(8G+128G)【无线充】,4999,"华为（HUAWEI）华为Mate30,60504611665,380.00g,8GB,128GB,NM存储卡,4000万像素,2400万像素,后置三摄,刘海屏,4200mAh（典型值）,10V/4A,黑色",3400,96,"反应超快,充电快速,功能强大,功能强劲,像素一流,"
61720536384,华为Mate30 5G版 手机 翡冷翠 全网通(8GB 128GB),4999,"华为Mate30 5G版 手机 翡冷翠 全网通(8GB 128GB),61720536384,200.00g,麒麟990,8GB,256GB,NM存储卡,后置三摄,4000万像素,2400万像素,其他英寸,全高清FHD+,其他,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,绿色,Android(安卓)",200,97,"毫无卡顿,"
60643173805,华为 Mate30手机【6期免息】(5g版可选)全网通智能 亮黑色(8+128G)5G版,4999,"华为（HUAWEI）华为mate30,60643173805,0.54kg,麒麟990,8GB,128GB,NM存储卡,后置三摄,4000万像素,2400万像素,后置三摄,其他英寸,全高清FHD+,其他,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,黑色,Android(安卓),40-49W",5500,98,"手感一流,充电快速,像素一流,"
59176961813,华为mate30 手机（5G版可选） 亮黑色 8G+128G全网通（5G版）,4999,"华为mate30 手机（5G版可选） 亮黑色 8G+128G全网通（5G版）,59176961813,500.00g,中国大陆,8GB,其它存储,其它存储卡,4000万像素,2400万像素,其他,4200mAh,10V/4A；5V/2A；9V/2A,混合色",1700,97,"完美运行,流畅至极,手感一流,清晰度高,毫无卡顿,拍照一流,待机给力,"
62746369160,【春节发货】华为huawei Mate 30 5G麒麟990mate30 5g版曲面屏手机白条分期 亮黑色 全新正品行货（8G+128G）送无线充,4999,"华为（HUAWEI）TAS-AN00,62746369160,200.00g,麒麟990,8GB,8GB,NM存储卡,后置三摄,4000万像素,2400万像素,其他英寸,全高清FHD+,刘海屏,4200mAh（典型值） ,10V/4A；5V/2A；9V/2A,混合色,无线充电，快速充电，屏幕指纹，NFC，5G,Android(安卓),40-49W,语音识别(文字语音互转)",70,96,nan
61617818069,华为 Mate30 5G版 全网通手机 亮黑色 8GB+128GB,4999,"华为（HUAWEI）华为 HUAWEI Mate 30 5G,61617818069,0.54kg,麒麟990,8GB,256GB,NM存储卡,后置三摄,4000万像素,2400万像素,其他英寸,全高清FHD+,其它屏幕比例,其他,4200mAh（典型值） ,10V/4A；5V/2A；9V/2A,黑色,Android(安卓)",50,100,nan
61290967453,华为Mate30(5G/4G)手机（20重豪礼/质保两年/保价30天） 星河银 8GB+128GB【5G版】,4999,"华为（HUAWEI）Mate 30,61290967453,0.54kg,麒麟990,6GB,128GB,NM存储卡,后置三摄,4000万像素,2400万像素,其他英寸,其它分辨率,其它屏幕比例,刘海屏,4200mAh,10V/4A；5V/2A；9V/2A,绿色,Android(安卓)",100,97,"充电快速,毫无卡顿,质感俱佳,像素一流,柔和护眼,音质上乘,内存充足,"
58678171231,华为 Mate30 5G 手机 全网通（可选4G 华为直供 多仓发货 分期免息 ）下单尊享20重豪礼 亮黑色（8G+128G）5G版,4999,"华为 Mate30 5G 手机 全网通（可选4G 华为直供 多仓发货 分期免息 ）下单尊享20重豪礼 亮黑色（8G+128G）5G版,58678171231,500.00g,8GB,其它存储,NM存储卡,4000万像素,2400万像素,其他,4200mAh（典型值） ,10V/4A；5V/2A；9V/2A,黑色",40,100,"完美运行,"
61680917960,华为Mate 30手机（5G版可选） 亮黑色 8G+128G(5G版）,4999,"华为Mate 30手机（5G版可选） 亮黑色 8G+128G(5G版）,61680917960,0.535kg,中国大陆,麒麟990,8GB,128GB,NM存储卡,后置三摄,4000万像素,2400万像素,后置三摄,其他英寸,全高清FHD+,其他,4200mAh(典型值) ,10V/4A；5V/2A；9V/2A,银色,语音命令,Android(安卓)",8,100,nan
54803926258,【立减500】华为Mate20 X 5G版手机 （白条12期免息）全网通 翡冷翠 8G+256GB （详情页领劵减500元）,4999,"【立减500】华为Mate20 X 5G版手机 （白条12期免息）全网通 翡冷翠 8G+256GB  （详情页领劵减500元）,54803926258,300.00g,其它内存,256GB,NM存储卡,4000万像素,2400万像素,其他,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,绿色,其他",60,96,"完美运行,续航出色,流畅至极,毫无卡顿,质感俱佳,下载迅速,散热性佳,"
59724611000,华为Mate30 手机 (5G/4G版可选) 亮黑 全网通(8G+128G)(5G版),5009,"华为Mate30 手机 (5G/4G版可选) 亮黑 全网通(8G+128G)(5G版),59724611000,200.00g,8GB,其它存储,NM存储卡,4000万像素,2400万像素,其他,4200mAh,其他,黑色",4100,97,"完美运行,像素一流,充电快速,黑色大方,功能强大,清晰度高,设计人性化,声音洪亮,舒适性强,内存充足,"
62147394262,华为mate30 5G版【京东白条分期套餐0首付3期免息】麒麟990 4000万超感光徕卡影像 翡冷翠 白条分期8+128G,5199,"华为mate30 5G版【京东白条分期套餐0首付3期免息】麒麟990 4000万超感光徕卡影像手机 翡冷翠 白条分期8+128G,62147394262,200.00g,麒麟990,8GB,128GB,NM存储卡,其他,4000万像素,2400万像素,3D(ToF)，红外，后置三摄，微距，3D(结构光)，后置多摄,其他英寸,其它分辨率,其它屏幕比例,其他,4200mAh(典型值),12V/2A；10V/4A；10V/2A；5V/2A；10V/2.25A；10V/5A；9V/2A,绿色,无线充电，NFC，5G,其他,Android(安卓),40-49W,SOS功能，语音识别(文字语音互转)",0,100,nan
57208307630,华为 HUAWEI Mate20 X (5G) 手机 宝石蓝 全网通(8G+256G),5199,"华为 HUAWEI Mate20 X (5G) 手机 宝石蓝 全网通(8G+256G),57208307630,400.00g,8GB,256GB,其它存储卡,4000万像素,2400万像素,其他,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,绿色",5,100,nan
47690596965,【12期免息】华为P30 手机 珠光贝母 全网通(8GB+256GB),5288,"【12期免息】华为P30 手机 珠光贝母 全网通(8GB+256GB),47690596965,480.00g,麒麟980,64GB,NM存储卡,后置三摄,4000万像素,3200万像素,6.1英寸,其它分辨率,其它屏幕比例,其他,3650mAh（典型值）,4.5V/5A,其他,Android(安卓)",3,100,nan
62622411302,华为 HUAWEI Mate20X 5G版【现货速发 白条分期0首付12期免息】5G全网通手机 宝石蓝 白条分期 8GB+256GB,5299,"华为（HUAWEI）HUAWEI Mate 20 X (5G),62622411302,500.00g,麒麟980,8GB,256GB,其它存储卡,后置三摄,4000万像素,2400万像素,7.2英寸,全高清FHD+,其它屏幕比例,水滴屏,4200,10V/4A；5V/2A；9V/2A,蓝色,Android(安卓)",0,100,nan
61838226697,【赠无线充】华为Mate30 5G版 手机 亮黑 全网通(8G+256G),5499,"【赠无线充】华为Mate30 5G版  手机 亮黑 全网通(8G+256G),61838226697,200.00g,其他,8GB,其它存储,NM存储卡,其他,4000万像素,2400万像素,其他英寸,其它分辨率,其它屏幕比例,其他,4200mAh,其他,黑色,5G,其它OS,其他,其他",30,100,"完美运行,像素一流,清晰度高,效果尚佳,待机给力,"
1.00E+11,华为（HUAWEI）Mate 30 5G 麒麟990 4000万超感光徕卡影像双超级快充8GB+256GB亮黑色5G全网通版,5499,"华为Mate 30 5G,100010092790,0.6kg,中国大陆,麒麟990,8GB,256GB,NM存储卡,后置三摄,4000万像素,2400万像素,其他英寸,全高清FHD+,刘海屏,4200,5V/2A；9V/2A；10V/4A,亮黑色,Android(安卓)",10,100,nan
1.00E+11,华为（HUAWEI）Mate 30 5G 麒麟990 麒麟990 4000万超感光徕卡影像双超级快充8GB+256GB翡冷翠5G全网通版,5499,"华为Mate 30 5G,100010092776,0.6kg,中国大陆,麒麟990,8GB,256GB,NM存储卡,后置三摄,4000万像素,2400万像素,其他英寸,全高清FHD+,刘海屏,4200,5V/2A；9V/2A；10V/4A,翡冷翠,Android(安卓)",9,100,nan
59895877283,华为mate30 5G版手机【6期免息】 星河银 全网通（8GB+256GB）,5499,"华为mate30 5G版手机【6期免息】 星河银 全网通（8GB+256GB）,59895877283,500.00g,8GB,其它存储,其它存储卡,其他,其他,其他,其他,其他,银色",100,100,nan
62540411460,【现货速发】华为 HUAWEI Mate 30 5G 手机 亮黑色 全网通(8GB RAM+256GB ROM),5499,"【现货速发】华为 HUAWEI Mate 30 5G 手机 亮黑色 全网通(8GB RAM+256GB ROM),62540411460,0.6kg,麒麟990,8GB,其它存储,NM存储卡,后置三摄,4000万像素,2400万像素,其他英寸,全高清FHD+,刘海屏,4200mAh（典型值） 备注：电池额定容量为41,10V/4A；5V/2A；9V/2A,黑色,Android(安卓)",0,100,nan
64194045848,华为（HUAWEI） nova6 5G【月付158元】全网通手机 白条分期24期免息 亮黑色 8+256G（月付229元 白条24期免息）,5499,"华为（HUAWEI）nova 6 ,64194045848,212.00g,麒麟990,8GB,128GB,不支持存储卡,后置三摄,4000万像素,3200万像素,其他英寸,全高清FHD+,其他,4200,10V/4A,黑色,Android(安卓)",5,100,nan
59818199671,【部分6期免息】华为mate30 5g版手机（华为5g手机/20天保价） 幻夜黑（6期免息） 8G+256G 5G全网通,5499.1,"华为（HUAWEI）华为mate30 5g,59818199671,20.00g,8GB,128GB,不支持存储卡,4000万像素,2400万像素,其他,4200mAh,10V/4A；9V/3A,银色",300,98,nan
59159456055,华为 HUAWEI【月付237元】 Mate20 X 5G网络手机 5g旗舰芯片 24期白条分期免息 宝石蓝 8+256G（月付237元 白条24期免息）,5699,"华为 HUAWEI【月付237元】 Mate20 X 5G网络手机 5g旗舰芯片 24期白条分期免息 宝石蓝 8+256G（月付237元 白条24期免息）,59159456055,210.00g,8GB,256GB,其它存储卡,4000万像素,2400万像素,水滴屏,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,极光色",90,96,"完美运行,清晰度高,解锁迅速,清晰无杂音,照片清晰,音质上乘,"
49491345797,华为P30 Pro 手机 超感光徕卡四摄10倍混合变焦50倍数 全网通无线充电 屏内指纹 赤茶橘 8GB+512GB,5788,"华为（HUAWEI）P30 Pro,49491345797,500.00g,128GB,NM存储卡,4000万像素,其他,水滴屏,4200mAh（典型值）,10V/4A,其他",0,100,nan
1.00E+11,华为 HUAWEI Mate 30 Pro 麒麟990旗舰芯片OLED环幕屏双4000万徕卡电影四摄8GB+128GB星河银4G全网通游戏,5799,"华为Mate 30 Pro,100004788067,0.54kg,中国大陆,麒麟990,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,6.53英寸,全高清FHD+,其它屏幕比例,其他,4500mAh（典型值）备注：电池额定容量为4400mAh,5V/2A；9V/2A；10V/4A,星河银,发烧级,Android(安卓)",140000,98,"流畅至极,漂亮大方,清晰度高,拍摄功能强,充电快速,品质优良,视觉感强,颜色绚丽,音质上乘,内存充足,"
55516749462,华为Mate30pro 手机（5G版可选） 亮黑 全网通(8G+128G)(4G版),5799,"华为Mate30pro 手机（5G版可选） 亮黑 全网通(8G+128G)(4G版),55516749462,200.00g,8GB,其它存储,NM存储卡,4000万像素,3200万像素,其他,4500mAh,其他,黑色",4600,97,"待机给力,完美运行,清晰度高,线条流畅,颜色绚丽,像素一流,声音洪亮,功能强劲,散热性佳,"
58726359864,华为 HUAWEI Mate30 【月付242元起】旗舰手机白条分期24期免息（4G版） 亮黑色 8+128G（月付242元起 白条24期免息）,5799,"华为 HUAWEI Mate30 【月付242元起】旗舰手机白条分期24期免息（4G版） 亮黑色 8+128G（月付242元起 白条24期免息）,58726359864,210.00g,麒麟990,8GB,8GB,NM存储卡,后置四摄,4000万像素,2400万像素,6.53英寸,QHD+及以上,其它屏幕比例,刘海屏,4200mAh,10V/4A；5V/2A；9V/2A,渐变色,Android(安卓)",100,92,"清晰度高,手感一流,待机给力,耳感舒适,"
57267713962,华为mate30pro 手机（5G版可选） 星河银 8GB+128GB全网通（4g版）,5799,"华为mate30pro 手机（5G版可选） 星河银 8GB+128GB全网通（4g版）,57267713962,200.00g,中国大陆,麒麟990,8GB,其它存储,其它存储卡,后置四摄,4000万像素,3200万像素,景深，微距，光学变焦，后置多摄,其他英寸,QHD+及以上,其它屏幕比例,刘海屏,4500mAh,10V/4A；5V/2A；9V/2A,银色,快速充电，无线充电，屏幕指纹，NFC，人脸识别,Android(安卓),VOLTE 4G通话,游戏深度优化，游戏勿扰模式，游戏性能模式",2000,95,"手感一流,流畅至极,颜色绚丽,"
57165960743,华为mate30pro 手机分期 4G/5G可选 星河银 4G版 8G+128G 全网通,5799,"华为mate30pro 手机分期 4G/5G可选 星河银 4G版 8G+128G 全网通,57165960743,400.00g,其它内存,其它存储,NM存储卡,4000万像素,3200万像素,其他,4500mAh（典型值）,其他,渐变色",600,95,"清晰度高,毫无卡顿,造型酷炫,"
57342776517,【商品预售】【分期12期免息】华为mate30pro手机 翡冷翠 全网通4G(8GB+128GB)【赠无线充和手环】,5799,"【商品预售】【分期12期免息】华为mate30pro手机 翡冷翠 全网通4G(8GB+128GB)【赠无线充和手环】,57342776517,500.00g,麒麟990,8GB,256GB,NM存储卡,后置四摄,4000万像素,3200万像素,6.53英寸,全高清FHD+,刘海屏,4500mAh,10V/4A；5V/2A；9V/2A,绿色,Android(安卓)",200,98,nan
59850784846,【现货速发】华为 HUAWEI Mate 30 Pro 手机 星河银 全网通8G+128G,5799,"【现货速发】华为 HUAWEI Mate 30 Pro 手机 星河银 全网通8G+128G,59850784846,0.54kg,8GB,256GB,NM存储卡,4000万像素,3200万像素,刘海屏,4500mAh（典型值）备注：电池额定容量为440,10V/4A；5V/2A；9V/2A,其他",0,100,nan
61667795383,华为Mate 30 Pro手机（5G版可选） 亮黑色 8G+128G（4G版）,5799,"华为Mate 30 Pro手机（5G版可选） 亮黑色 8G+128G（4G版）,61667795383,0.54kg,中国大陆,麒麟990,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,后置四摄，景深,6.53英寸,全高清FHD+,其他,4500mAh,10V/4A；5V/2A；9V/2A,其他,Android(安卓),其他,其他",0,100,nan
62728776485,华为 Mate 30 Pro 4G手机 翡冷翠 全网通(8GB+128GB)(赠品版),5799,"华为（HUAWEI）HUAWEI Mate 30 Pro,62728776485,0.54kg,中国大陆,麒麟990,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,后置四摄,6.53英寸,全高清FHD+,其它屏幕比例,其他,4500mAh（典型值）额定容量为4400mAh,10V/4A；5V/2A；9V/2A,混合色,NFC，无线充电,超大字体,Android(安卓)",70,100,nan
57266327521,【4G版-6期免息】华为mate30pro 手机 5g版 可选(20天保价） 翡冷翠 （4g版）8G+128GB 全网通,5799,"【4G版-6期免息】华为mate30pro 手机 5g版 可选(20天保价） 翡冷翠 （4g版）8G+128GB 全网通,57266327521,20.00g,8GB,128GB,不支持存储卡,4000万像素,3200万像素,景深，后置四摄，后置多摄，前置双摄,刘海屏,4500mAh（典型值）,10V/4A；5V/2A；9V/2A,绿色,40-49W",200,98,"完美运行,功能强大,"
